dataset,variable,label,description
Demographic Surveys,iamsomeonewho34r_2,NA,NA
Demographic Surveys,iamsomeonewho35r_2,NA,NA
Demographic Surveys,iamsomeonewho36_2,NA,NA
Demographic Surveys,iamsomeonewho37r_2,NA,NA
Demographic Surveys,iamsomeonewho38_2,NA,NA
Demographic Surveys,iamsomeonewho39_2,NA,NA
Demographic Surveys,iamsomeonewho40_2,NA,NA
Demographic Surveys,iamsomeonewho41r_2,NA,NA
Demographic Surveys,iamsomeonewho42_2,NA,NA
Demographic Surveys,iamsomeonewho43r_2,NA,NA
Demographic Surveys,iamsomeonewho44_2,NA,NA
Demographic Surveys,wellbeing1_2,NA,NA
Demographic Surveys,wellbeing2_2,NA,NA
Demographic Surveys,wellbeing3_2,NA,NA
Demographic Surveys,wellbeing4_2,NA,NA
Demographic Surveys,wellbeing5_2,NA,NA
Demographic Surveys,activity1_2,NA,NA
Demographic Surveys,activity2_2,NA,NA
Demographic Surveys,activity3_2,NA,NA
Demographic Surveys,activity4_2,NA,NA
Demographic Surveys,activity5_2,NA,NA
Demographic Surveys,activity6_2,NA,NA
Demographic Surveys,activity7_2,NA,NA
Demographic Surveys,activity8_2,NA,NA
Demographic Surveys,activity9_2,NA,NA
Demographic Surveys,activity10_2,NA,NA
Demographic Surveys,activity11_2,NA,NA
Demographic Surveys,activity12_2,NA,NA
Demographic Surveys,activity13_2,NA,NA
Demographic Surveys,activity14_2,NA,NA
Demographic Surveys,timeperweekactivea_2,NA,NA
Demographic Surveys,timeperweekactiveb_2,NA,NA
Demographic Surveys,timeperweekactivec_2,NA,NA
Demographic Surveys,timeperweekactived_2,NA,NA
Demographic Surveys,timeperweekactivee_2,NA,NA
Demographic Surveys,timeperweekactivef_2,NA,NA
Demographic Surveys,timeperweekactiveg_2,NA,NA
Demographic Surveys,timeperweekactiveh_2,NA,NA
Demographic Surveys,timeperweekactivei_2,NA,NA
Demographic Surveys,timeperweekactivej_2,NA,NA
Demographic Surveys,timeperweekactivek_2,NA,NA
Demographic Surveys,timeperweekactivel_2,NA,NA
Demographic Surveys,timeperweekactivem_2,NA,NA
Demographic Surveys,timeperweekactiven_2,NA,NA
Demographic Surveys,importance1_2,NA,NA
Demographic Surveys,importance2_2,NA,NA
Demographic Surveys,importance3_2,NA,NA
Demographic Surveys,importance4_2,NA,NA
Demographic Surveys,importance5_2,NA,NA
Demographic Surveys,importance6_2,NA,NA
Demographic Surveys,importance7_2,NA,NA
Demographic Surveys,importance8_2,NA,NA
Demographic Surveys,importance9_2,NA,NA
Demographic Surveys,importance10_2,NA,NA
Demographic Surveys,importance11_2,NA,NA
Demographic Surveys,importance12_2,NA,NA
Demographic Surveys,importance13_2,NA,NA
Demographic Surveys,importance14_2,NA,NA
Demographic Surveys,importance15_2,NA,NA
Demographic Surveys,importance16_2,NA,NA
Demographic Surveys,guesschance1_2,NA,NA
Demographic Surveys,guesschance2_2,NA,NA
Demographic Surveys,guesschance3_2,NA,NA
Demographic Surveys,guesschance4_2,NA,NA
Demographic Surveys,guesschance5_2,NA,NA
Demographic Surveys,guesschance6_2,NA,NA
Demographic Surveys,guesschance7_2,NA,NA
Demographic Surveys,guesschance8_2,NA,NA
Demographic Surveys,guesschance9_2,NA,NA
Demographic Surveys,guesschance10_2,NA,NA
Demographic Surveys,guesschance11_2,NA,NA
Demographic Surveys,guesschance12_2,NA,NA
Demographic Surveys,guesschance13_2,NA,NA
Demographic Surveys,guesschance14_2,NA,NA
Demographic Surveys,political_2,NA,NA
Demographic Surveys,deathpen_2,NA,NA
Demographic Surveys,marijuana_2,NA,NA
Demographic Surveys,abortion_2,NA,NA
Demographic Surveys,homosexual_2,NA,NA
Demographic Surveys,gaymarriage_2,NA,NA
Demographic Surveys,premaritalsex_2,NA,NA
Demographic Surveys,euthanasia_2,NA,NA
Demographic Surveys,fswelfare_2,NA,NA
Demographic Surveys,fssocsec_2,NA,NA
Demographic Surveys,healthins_2,NA,NA
Demographic Surveys,jobguar_2,NA,NA
Demographic Surveys,govnservices_2,NA,NA
Demographic Surveys,toomucheqrights_2,NA,NA
Demographic Surveys,eqchances_2,NA,NA
Demographic Surveys,moreeqchances_2,NA,NA
Demographic Surveys,lesseq_2,NA,NA
Demographic Surveys,racediscrim_2,NA,NA
Demographic Surveys,musicpref1_2,NA,NA
Demographic Surveys,musicpref2_2,NA,NA
Demographic Surveys,musicpref3_2,NA,NA
Demographic Surveys,musicpref4_2,NA,NA
Demographic Surveys,musicpref5_2,NA,NA
Demographic Surveys,musicpref6_2,NA,NA
Demographic Surveys,musicpref7_2,NA,NA
Demographic Surveys,musicpref8_2,NA,NA
Demographic Surveys,musicpref9_2,NA,NA
Demographic Surveys,musicpref10_2,NA,NA
Demographic Surveys,musicpref11_2,NA,NA
Demographic Surveys,musicpref12_2,NA,NA
Demographic Surveys,musicpref13_2,NA,NA
Demographic Surveys,musicpref14_2,NA,NA
Demographic Surveys,musicpref15_2,NA,NA
Demographic Surveys,musicpref16_2,NA,NA
Demographic Surveys,musicpref17_2,NA,NA
Demographic Surveys,musicpref18_2,NA,NA
Demographic Surveys,musicpref19_2,NA,NA
Demographic Surveys,musicpref20_2,NA,NA
Demographic Surveys,musicpref21_2,NA,NA
Demographic Surveys,musicpref22_2,NA,NA
Demographic Surveys,musicprefother_2,NA,NA
Demographic Surveys,culturalevents1_2,NA,NA
Demographic Surveys,culturalevents2_2,NA,NA
Demographic Surveys,culturalevents3_2,NA,NA
Demographic Surveys,culturalevents4_2,NA,NA
Demographic Surveys,culturalevents5_2,NA,NA
Demographic Surveys,culturalevents6_2,NA,NA
Demographic Surveys,culturalevents7_2,NA,NA
Demographic Surveys,culturalevents8_2,NA,NA
Demographic Surveys,culturalevents9_2,NA,NA
Demographic Surveys,culturalevents10_2,NA,NA
Demographic Surveys,culturalevents11_2,NA,NA
Demographic Surveys,culturalevents12_2,NA,NA
Demographic Surveys,booksread_2,NA,NA
Demographic Surveys,typebookread1_2,NA,NA
Demographic Surveys,typebookread2_2,NA,NA
Demographic Surveys,typebookread3_2,NA,NA
Demographic Surveys,typebookread4_2,NA,NA
Demographic Surveys,typebookread5_2,NA,NA
Demographic Surveys,typebookread6_2,NA,NA
Demographic Surveys,typebookread7_2,NA,NA
Demographic Surveys,typebookread8_2,NA,NA
Demographic Surveys,typebookread9_2,NA,NA
Demographic Surveys,typebookreadother_2,NA,NA
Demographic Surveys,musiccollection_2,NA,NA
Demographic Surveys,landmarks1_2,NA,NA
Demographic Surveys,landmarks2_2,NA,NA
Demographic Surveys,landmarks3_2,NA,NA
Demographic Surveys,landmarks4_2,NA,NA
Demographic Surveys,landmarks5_2,NA,NA
Demographic Surveys,outus_2,NA,NA
Demographic Surveys,whereoutus1_2,NA,NA
Demographic Surveys,whereoutus2_2,NA,NA
Demographic Surveys,whereoutus3_2,NA,NA
Demographic Surveys,whereoutus4_2,NA,NA
Demographic Surveys,whereoutus5_2,NA,NA
Demographic Surveys,whereoutus6_2,NA,NA
Demographic Surveys,whereoutus7_2,NA,NA
Demographic Surveys,whereoutus8_2,NA,NA
Demographic Surveys,whereoutus9_2,NA,NA
Demographic Surveys,whereoutus10_2,NA,NA
Demographic Surveys,whereoutus11_2,NA,NA
Demographic Surveys,whereoutusother_2,NA,NA
Demographic Surveys,interestitems1_2,NA,NA
Demographic Surveys,interestitems2_2,NA,NA
Demographic Surveys,interestitems3_2,NA,NA
Demographic Surveys,interestitems4_2,NA,NA
Demographic Surveys,interestitems5_2,NA,NA
Demographic Surveys,interestitems6_2,NA,NA
Demographic Surveys,usagedegree_2,NA,NA
Demographic Surveys,planpurchasing1_2,NA,NA
Demographic Surveys,planpurchasing2_2,NA,NA
Demographic Surveys,planpurchasing3_2,NA,NA
Demographic Surveys,planpurchasing4_2,NA,NA
Demographic Surveys,planpurchasing5_2,NA,NA
Demographic Surveys,planpurchasing6_2,NA,NA
Demographic Surveys,planpurchasing7_2,NA,NA
Demographic Surveys,planpurchasing8_2,NA,NA
Demographic Surveys,computeruse_2,NA,NA
Demographic Surveys,usesocnetwork1_2,NA,NA
Demographic Surveys,usesocnetwork2_2,NA,NA
Demographic Surveys,usesocnetwork3_2,NA,NA
Demographic Surveys,usesocnetwork4_2,NA,NA
Demographic Surveys,usesocnetwork5_2,NA,NA
Demographic Surveys,usesocnetwork6_2,NA,NA
Demographic Surveys,usesocnetwork7_2,NA,NA
Demographic Surveys,usesocnetwork8_2,NA,NA
Demographic Surveys,usesocnetworkother_2,NA,NA
Demographic Surveys,fbprivacy_2,NA,NA
Demographic Surveys,phoneuse1_2,NA,NA
Demographic Surveys,phoneuse2_2,NA,NA
Demographic Surveys,phoneuse3_2,NA,NA
Demographic Surveys,phoneuse4_2,NA,NA
Demographic Surveys,phoneuse5_2,NA,NA
Demographic Surveys,phoneuse6_2,NA,NA
Demographic Surveys,phoneuse7_2,NA,NA
Demographic Surveys,phoneuse8_2,NA,NA
Demographic Surveys,phoneuse9_2,NA,NA
Demographic Surveys,phoneuse10_2,NA,NA
Demographic Surveys,phoneuse11_2,NA,NA
Demographic Surveys,talk_2,NA,NA
Demographic Surveys,sendsms_2,NA,NA
Demographic Surveys,receivesms_2,NA,NA
Demographic Surveys,contacts_2,NA,NA
Demographic Surveys,netsenseprojectqualsq001_2,NA,NA
Demographic Surveys,netsenseprojectqualsq002_2,NA,NA
Demographic Surveys,netsenseprojectqualsq003_2,NA,NA
Demographic Surveys,quizreaction_2,NA,NA
Demographic Surveys,selfrelig_2,NA,NA
Demographic Surveys,occupationmom_2,NA,NA
Demographic Surveys,occupationdad_2,NA,NA
Demographic Surveys,occupationstudent_2,NA,NA
Demographic Surveys,parentsmarriage_2,NA,NA
Demographic Surveys,v1180,firstname_2,NA
Demographic Surveys,v1181,lastname_2,NA
Demographic Surveys,emailaddress_2,NA,NA
Demographic Surveys,token_2,NA,NA
Demographic Surveys,_merge_2,NA,NA
Demographic Surveys,extraversion_2,NA,NA
Demographic Surveys,agreeableness_2,NA,NA
Demographic Surveys,conscientiousness_2,NA,NA
Demographic Surveys,neuroticism_2,NA,NA
Demographic Surveys,openness_2,NA,NA
Demographic Surveys,completed_1,NA,NA
Demographic Surveys,lastpageseen_1,NA,NA
Demographic Surveys,startlanguage_1,NA,NA
Demographic Surveys,firstname_1,FirstName_1,NA
Demographic Surveys,lastname_1,LastName_1,NA
Demographic Surveys,netid_1,NA,NA
Demographic Surveys,dropped_1,NA,NA
Demographic Surveys,studyid_1,NA,NA
Demographic Surveys,age_1,NA,NA
Demographic Surveys,hometown_1,NA,NA
Demographic Surveys,ethnicity_1,NA,NA
Demographic Surveys,gender_1,NA,NA
Demographic Surveys,reshall_1,NA,NA
Demographic Surveys,smrtphone_1,NA,NA
Demographic Surveys,cellprovider_1,NA,NA
Demographic Surveys,hstype_1,NA,NA
Demographic Surveys,hstypeother_1,NA,NA
Demographic Surveys,hsgender_1,NA,NA
Demographic Surveys,hsgrade_1,NA,NA
Demographic Surveys,apcourses1_1,NA,NA
Demographic Surveys,apcourses2_1,NA,NA
Demographic Surveys,highestdegree_1,NA,NA
Demographic Surveys,major_1,NA,NA
Demographic Surveys,hswork_1,NA,NA
Demographic Surveys,clubsclu01_1,NA,NA
Demographic Surveys,clubsclu02_1,NA,NA
Demographic Surveys,clubsclu03_1,NA,NA
Demographic Surveys,clubsclu04_1,NA,NA
Demographic Surveys,clubsclu05_1,NA,NA
Demographic Surveys,clubsclu06_1,NA,NA
Demographic Surveys,clubsclu07_1,NA,NA
Demographic Surveys,clubsclu08_1,NA,NA
Demographic Surveys,clubsclu09_1,NA,NA
Demographic Surveys,clubsclu10_1,NA,NA
Demographic Surveys,clubsclu11_1,NA,NA
Demographic Surveys,clubsclu12_1,NA,NA
Demographic Surveys,clubsclu13_1,NA,NA
Demographic Surveys,clubsclu14_1,NA,NA
Demographic Surveys,clubsclu15_1,NA,NA
Demographic Surveys,clubsclu16_1,NA,NA
Demographic Surveys,clubsclu17_1,NA,NA
Demographic Surveys,clubsclu18_1,NA,NA
Demographic Surveys,clubsclu19_1,NA,NA
Demographic Surveys,clubsclu20_1,NA,NA
Demographic Surveys,clubsclu21_1,NA,NA
Demographic Surveys,clubsclu22_1,NA,NA
Demographic Surveys,clubsclu23_1,NA,NA
Demographic Surveys,clubsclu24_1,NA,NA
Demographic Surveys,clubsclu25_1,NA,NA
Demographic Surveys,clubsclu26_1,NA,NA
Demographic Surveys,clubsclu27_1,NA,NA
Demographic Surveys,clubsclu28_1,NA,NA
Demographic Surveys,clubsclu29_1,NA,NA
Demographic Surveys,clubsclu30_1,NA,NA
Demographic Surveys,clubsclu31_1,NA,NA
Demographic Surveys,clubsclu32_1,NA,NA
Demographic Surveys,clubsclu33_1,NA,NA
Demographic Surveys,clubsclu34_1,NA,NA
Demographic Surveys,clubsother_1,NA,NA
Demographic Surveys,relativesndrend1_1,NA,NA
Demographic Surveys,relativesndrend2_1,NA,NA
Demographic Surveys,relativesndrend3_1,NA,NA
Demographic Surveys,relativesndrend4_1,NA,NA
Demographic Surveys,relativesndrend5_1,NA,NA
Demographic Surveys,relativesndother_1,NA,NA
Demographic Surveys,fstchoice_1,NA,NA
Demographic Surveys,wellbeing1_1,NA,NA
Demographic Surveys,wellbeing2_1,NA,NA
Demographic Surveys,wellbeing3_1,NA,NA
Demographic Surveys,wellbeing4_1,NA,NA
Demographic Surveys,wellbeing5_1,NA,NA
Demographic Surveys,iamsomeonewho1_1,NA,NA
Demographic Surveys,iamsomeonewho2r_1,NA,NA
Demographic Surveys,iamsomeonewho3_1,NA,NA
Demographic Surveys,iamsomeonewho4_1,NA,NA
Demographic Surveys,iamsomeonewho5_1,NA,NA
Demographic Surveys,iamsomeonewho6r_1,NA,NA
Demographic Surveys,iamsomeonewho7_1,NA,NA
Demographic Surveys,iamsomeonewho8r_1,NA,NA
Demographic Surveys,iamsomeonewho9r_1,NA,NA
Demographic Surveys,iamsomeonewho10_1,NA,NA
Demographic Surveys,iamsomeonewho11_1,NA,NA
Demographic Surveys,iamsomeonewho12r_1,NA,NA
Demographic Surveys,iamsomeonewho13_1,NA,NA
Demographic Surveys,iamsomeonewho14_1,NA,NA
Demographic Surveys,iamsomeonewho15_1,NA,NA
Demographic Surveys,iamsomeonewho16_1,NA,NA
Demographic Surveys,iamsomeonewho17_1,NA,NA
Demographic Surveys,iamsomeonewho18r_1,NA,NA
Demographic Surveys,iamsomeonewho19_1,NA,NA
Demographic Surveys,iamsomeonewho20_1,NA,NA
Demographic Surveys,iamsomeonewho21r_1,NA,NA
Demographic Surveys,iamsomeonewho22_1,NA,NA
Demographic Surveys,iamsomeonewho23r_1,NA,NA
Demographic Surveys,iamsomeonewho24r_1,NA,NA
Demographic Surveys,iamsomeonewho25_1,NA,NA
Demographic Surveys,iamsomeonewho26_1,NA,NA
Demographic Surveys,iamsomeonewho27r_1,NA,NA
Demographic Surveys,iamsomeonewho28_1,NA,NA
Demographic Surveys,iamsomeonewho29_1,NA,NA
Demographic Surveys,iamsomeonewho30_1,NA,NA
Demographic Surveys,iamsomeonewho31r_1,NA,NA
Demographic Surveys,iamsomeonewho32_1,NA,NA
Demographic Surveys,iamsomeonewho33_1,NA,NA
Demographic Surveys,iamsomeonewho34r_1,NA,NA
Demographic Surveys,iamsomeonewho35r_1,NA,NA
Demographic Surveys,iamsomeonewho36_1,NA,NA
Demographic Surveys,iamsomeonewho37r_1,NA,NA
Demographic Surveys,iamsomeonewho38_1,NA,NA
Demographic Surveys,iamsomeonewho39_1,NA,NA
Demographic Surveys,iamsomeonewho40_1,NA,NA
Demographic Surveys,iamsomeonewho41r_1,NA,NA
Demographic Surveys,iamsomeonewho42_1,NA,NA
Demographic Surveys,iamsomeonewho43r_1,NA,NA
Demographic Surveys,iamsomeonewho44_1,NA,NA
Demographic Surveys,happy_1,NA,NA
Demographic Surveys,health_1,NA,NA
Demographic Surveys,weight_1,NA,NA
Demographic Surveys,heighttotal_1,NA,NA
Demographic Surveys,eyeglasses_1,NA,NA
Demographic Surveys,contactlens_1,NA,NA
Demographic Surveys,disabilityphysical_1,NA,NA
Demographic Surveys,disabilitylearning_1,NA,NA
Demographic Surveys,activity1_1,NA,NA
Demographic Surveys,activity2_1,NA,NA
Demographic Surveys,activity3_1,NA,NA
Demographic Surveys,activity4_1,NA,NA
Demographic Surveys,activity5_1,NA,NA
Demographic Surveys,activity6_1,NA,NA
Demographic Surveys,activity7_1,NA,NA
Demographic Surveys,activity8_1,NA,NA
Demographic Surveys,activity9_1,NA,NA
Demographic Surveys,activity10_1,NA,NA
Demographic Surveys,activity11_1,NA,NA
Demographic Surveys,activity12_1,NA,NA
Demographic Surveys,activity13_1,NA,NA
Demographic Surveys,activity14_1,NA,NA
Demographic Surveys,timeperweekactivea_1,NA,NA
Demographic Surveys,timeperweekactiveb_1,NA,NA
Demographic Surveys,timeperweekactivec_1,NA,NA
Demographic Surveys,timeperweekactived_1,NA,NA
Demographic Surveys,timeperweekactivee_1,NA,NA
Demographic Surveys,timeperweekactivef_1,NA,NA
Demographic Surveys,timeperweekactiveg_1,NA,NA
Demographic Surveys,timeperweekactiveh_1,NA,NA
Demographic Surveys,timeperweekactivei_1,NA,NA
Demographic Surveys,timeperweekactivej_1,NA,NA
Demographic Surveys,timeperweekactivek_1,NA,NA
Demographic Surveys,timeperweekactivel_1,NA,NA
Demographic Surveys,timeperweekactivem_1,NA,NA
Demographic Surveys,timeperweekactiven_1,NA,NA
Demographic Surveys,importance1_1,NA,NA
Demographic Surveys,importance2_1,NA,NA
Demographic Surveys,importance3_1,NA,NA
Demographic Surveys,importance4_1,NA,NA
Demographic Surveys,importance5_1,NA,NA
Demographic Surveys,importance6_1,NA,NA
Demographic Surveys,importance7_1,NA,NA
Demographic Surveys,importance8_1,NA,NA
Demographic Surveys,importance9_1,NA,NA
Demographic Surveys,importance10_1,NA,NA
Demographic Surveys,importance11_1,NA,NA
Demographic Surveys,importance12_1,NA,NA
Demographic Surveys,importance13_1,NA,NA
Demographic Surveys,importance14_1,NA,NA
Demographic Surveys,importance15_1,NA,NA
Demographic Surveys,importance16_1,NA,NA
Demographic Surveys,guesschance1_1,NA,NA
Demographic Surveys,guesschance2_1,NA,NA
Demographic Surveys,guesschance3_1,NA,NA
Demographic Surveys,guesschance4_1,NA,NA
Demographic Surveys,guesschance5_1,NA,NA
Demographic Surveys,guesschance6_1,NA,NA
Demographic Surveys,guesschance7_1,NA,NA
Demographic Surveys,guesschance8_1,NA,NA
Demographic Surveys,guesschance9_1,NA,NA
Demographic Surveys,guesschance10_1,NA,NA
Demographic Surveys,guesschance11_1,NA,NA
Demographic Surveys,guesschance12_1,NA,NA
Demographic Surveys,guesschance13_1,NA,NA
Demographic Surveys,guesschance14_1,NA,NA
Demographic Surveys,political_1,NA,NA
Demographic Surveys,deathpen_1,NA,NA
Demographic Surveys,marijuana_1,NA,NA
Demographic Surveys,abortion_1,NA,NA
Demographic Surveys,homosexual_1,NA,NA
Demographic Surveys,gaymarriage_1,NA,NA
Demographic Surveys,premaritalsex_1,NA,NA
Demographic Surveys,euthanasia_1,NA,NA
Demographic Surveys,fswelfare_1,NA,NA
Demographic Surveys,fssocsec_1,NA,NA
Demographic Surveys,healthins_1,NA,NA
Demographic Surveys,jobguar_1,NA,NA
Demographic Surveys,govnservices_1,NA,NA
Demographic Surveys,toomucheqrights_1,NA,NA
Demographic Surveys,eqchances_1,NA,NA
Demographic Surveys,moreeqchances_1,NA,NA
Demographic Surveys,lesseq_1,NA,NA
Demographic Surveys,racediscrim_1,NA,NA
Demographic Surveys,musicpref1_1,NA,NA
Demographic Surveys,musicpref2_1,NA,NA
Demographic Surveys,musicpref3_1,NA,NA
Demographic Surveys,musicpref4_1,NA,NA
Demographic Surveys,musicpref5_1,NA,NA
Demographic Surveys,musicpref6_1,NA,NA
Demographic Surveys,musicpref7_1,NA,NA
Demographic Surveys,musicpref8_1,NA,NA
Demographic Surveys,musicpref9_1,NA,NA
Demographic Surveys,musicpref10_1,NA,NA
Demographic Surveys,musicpref11_1,NA,NA
Demographic Surveys,musicpref12_1,NA,NA
Demographic Surveys,musicpref13_1,NA,NA
Demographic Surveys,musicpref14_1,NA,NA
Demographic Surveys,musicpref15_1,NA,NA
Demographic Surveys,musicpref16_1,NA,NA
Demographic Surveys,musicpref17_1,NA,NA
Demographic Surveys,musicpref18_1,NA,NA
Demographic Surveys,musicpref19_1,NA,NA
Demographic Surveys,musicpref20_1,NA,NA
Demographic Surveys,musicpref21_1,NA,NA
Demographic Surveys,musicpref22_1,NA,NA
Demographic Surveys,musicprefother_1,NA,NA
Demographic Surveys,culturalevents1_1,NA,NA
Demographic Surveys,culturalevents2_1,NA,NA
Demographic Surveys,culturalevents3_1,NA,NA
Demographic Surveys,culturalevents4_1,NA,NA
Demographic Surveys,culturalevents5_1,NA,NA
Demographic Surveys,culturalevents6_1,NA,NA
Demographic Surveys,culturalevents7_1,NA,NA
Demographic Surveys,culturalevents8_1,NA,NA
Demographic Surveys,culturalevents9_1,NA,NA
Demographic Surveys,culturalevents10_1,NA,NA
Demographic Surveys,culturalevents11_1,NA,NA
Demographic Surveys,culturalevents12_1,NA,NA
Demographic Surveys,booksread_1,NA,NA
Demographic Surveys,typebookread1_1,NA,NA
Demographic Surveys,typebookread2_1,NA,NA
Demographic Surveys,typebookread3_1,NA,NA
Demographic Surveys,typebookread4_1,NA,NA
Demographic Surveys,typebookread5_1,NA,NA
Demographic Surveys,typebookread6_1,NA,NA
Demographic Surveys,typebookread7_1,NA,NA
Demographic Surveys,typebookread8_1,NA,NA
Demographic Surveys,typebookread9_1,NA,NA
Demographic Surveys,typebookreadother_1,NA,NA
Demographic Surveys,musiccollection_1,NA,NA
Demographic Surveys,landmarks1_1,NA,NA
Demographic Surveys,landmarks2_1,NA,NA
Demographic Surveys,landmarks3_1,NA,NA
Demographic Surveys,landmarks4_1,NA,NA
Demographic Surveys,landmarks5_1,NA,NA
Demographic Surveys,outus_1,NA,NA
Demographic Surveys,whereoutus1_1,NA,NA
Demographic Surveys,whereoutus2_1,NA,NA
Demographic Surveys,whereoutus3_1,NA,NA
Demographic Surveys,whereoutus4_1,NA,NA
Demographic Surveys,whereoutus5_1,NA,NA
Demographic Surveys,whereoutus6_1,NA,NA
Demographic Surveys,whereoutus7_1,NA,NA
Demographic Surveys,whereoutus8_1,NA,NA
Demographic Surveys,whereoutus9_1,NA,NA
Demographic Surveys,whereoutus10_1,NA,NA
Demographic Surveys,whereoutus11_1,NA,NA
Demographic Surveys,whereoutusother_1,NA,NA
Demographic Surveys,numberpets_1,NA,NA
Demographic Surveys,interestitems1_1,NA,NA
Demographic Surveys,interestitems2_1,NA,NA
Demographic Surveys,interestitems3_1,NA,NA
Demographic Surveys,interestitems4_1,NA,NA
Demographic Surveys,interestitems5_1,NA,NA
Demographic Surveys,interestitems6_1,NA,NA
Demographic Surveys,cellular_1,NA,NA
Demographic Surveys,phonemaker_1,NA,NA
Demographic Surveys,makerother_1,NA,NA
Demographic Surveys,model_1,NA,NA
Demographic Surveys,period_1,NA,NA
Demographic Surveys,carrier_1,NA,NA
Demographic Surveys,carrierother_1,NA,NA
Demographic Surveys,usagedegree_1,NA,NA
Demographic Surveys,planpurchasing1_1,NA,NA
Demographic Surveys,planpurchasing2_1,NA,NA
Demographic Surveys,planpurchasing3_1,NA,NA
Demographic Surveys,planpurchasing4_1,NA,NA
Demographic Surveys,planpurchasing5_1,NA,NA
Demographic Surveys,planpurchasing6_1,NA,NA
Demographic Surveys,planpurchasing7_1,NA,NA
Demographic Surveys,planpurchasing8_1,NA,NA
